3cupcake,2.0
3d,3.5
3d4d,5.0
3h,3.6666666666666665
3h40,5.0
3ime,3.0
3ish,1.0
3kind,4.0
3m,1.0
3meter,5.0
3min,1.0
3month,3.0
3or,4.0
3our,4.0
3p,4.0
3person,2.0
3pm,3.5833333333333335
3pm5pm,4.0
3pmmidnight,5.0
3rd,2.8
3star,2.6666666666666665
3stars,2.0
3wood,4.0
3x,5.0
3xs,2.5
4,3.488095238095238
40,3.063063063063063
400,3.0
4000,2.0
400pm,1.6666666666666667
401,3.0
4050,3.6666666666666665
4055,5.0
4060,4.0
40lb,4.0
40minutes,1.0
40night,3.0
40person,3.0
40s,4.333333333333333
40th,2.6666666666666665
41,5.0
410,4.0
41000,1.0
411,4.0
412,5.0
415,1.5
4150,4.0
419,2.0
42,3.1666666666666665
420,3.0
4200,4.0
42000,4.0
42012,3.0
421,1.0
425,3.8
428i,5.0
42bucks,1.0
43,4.0
430,2.75
4300,4.0
430am,3.0
430pm,2.7142857142857144
4324,4.0
4371,4.0
43rd,3.0
44,3.0
4400,2.0
440000,1.0
445,3.0
449,2.6666666666666665
44th,2.5
45,3.229299363057325
450,3.3846153846153846
4500,4.0
450am,3.0
455,4.0
459,3.0
459pm,3.0
45min,3.0
45mins,5.0
45minute,5.0
45person,4.0
45s,3.0
46,4.0
4600,5.0
469,1.0
46pm,3.0
47,3.6666666666666665
470,3.0
4740,3.0
475,4.0
47pm,3.5
48,3.4
485,4.0
48pm,1.0
48th,3.0
49,3.3333333333333335
490,5.0
4900,1.0
495,2.6666666666666665
498,5.0
499,2.875
4995,3.0
49ners,3.0
4am,3.0
4brother,4.0
4cupcake,2.0
4e,4.0
4h,4.0
4ish,3.0
4lb,4.0
4legged,5.0
4mins,5.0
4pm,2.6666666666666665
4pm7pm,5.0
4s,4.5
4star,4.333333333333333
4stars,4.0
4th,3.0
4x4,5.0
4x6s,1.0
4yeah,4.0
5,3.6114130434782608
50,3.376923076923077
500,1.9333333333333333
5000,1.5714285714285714
5000000,1.0
500gb,5.0
5050,2.1666666666666665
5055,2.0
505pm,5.0
5060,2.5
5070,1.0
50bottle,5.0
50f,5.0
50ish,4.0
50oz,4.0
50p,5.0
50person,2.0
50s,3.2857142857142856
50sthemed,4.0
50tax,4.0
51,3.0
510,2.9411764705882355
5100,4.0
511,5.0
51115,4.0
511pm,4.0
5125,5.0
5148718778,4.0
515,5.0
515am,3.0
515pm,3.0
51nothing,3.0
51st,5.0
52,4.166666666666667
520,5.0
5200,2.0
520715,5.0
521,4.0
52216,4.0
5225,5.0
52716still,1.0
529,4.5
53,3.0
530,3.4545454545454546
5307,2.0
530am,3.0
530min,1.0
530pm,2.7
536pm,1.0
537pm,1.0
54,3.75
540,2.6666666666666665
545,2.0
545am,5.0
545pm,3.0
546,5.0
549,2.0
5499,1.0
55,4.512195121951219
550,3.769230769230769
5500,5.0
550000,1.0
5512,5.0
56,3.5
560,2.0
569,4.0
56pm,4.0
56th,5.0
57,3.909090909090909
572,3.0
575,3.25
5750,5.0
57la,3.0
58,2.5714285714285716
582,3.0
59,3.6
5900,1.0
5916,5.0
595,4.333333333333333
599,2.5
5995,5.0
5999,2.0
59monthi,4.0
5am,4.0
5church,1.0
5each,3.0
5ft,5.0
5gal,5.0
5ish,3.5
5k,3.3333333333333335
5min,4.0
5minadd,2.0
5person,2.0
5pm,3.2916666666666665
5s,1.0
5something,2.0
5spice,3.0
5star,4.166666666666667
5stars,4.5
5th,3.6875
5the,5.0
5x,1.0
5x7,1.0
5year,4.0
6,3.4826498422712935
60,2.888888888888889
600,3.3125
6000,2.6666666666666665
60000,5.0
600a,3.0
600pm,3.0
600pmthose,5.0
600pop,2.0
60100,2.0
6070,3.0
6080,4.0
6090,4.0
60day,1.0
60mins,5.0
60s,3.5
60th,2.5
61,2.0
612,1.0
615,3.5
615there,4.0
62,4.0
620,4.0
62015,3.0
6247,1.0
629,4.0
630,3.8461538461538463
63045,5.0
630700pm,5.0
630930,4.0
630am,2.5
630ishand,3.0
630p,4.0
630pm,3.625
635,2.3333333333333335
639pm,1.0
64,4.0
640pm,2.0
645,3.7142857142857144
645pm,5.0
649,3.0
65,3.3846153846153846
650,4.0
6500,4.0
650am,3.0
650pm,1.0
651,5.0
651pm,2.0
657,2.0
659,4.0
67,2.4
6700,1.0
67pm,4.0
68,2.5714285714285716
6800,5.0
69,1.6666666666666667
695,3.25
6969696,3.0
697,3.0
699,4.1
6am,3.0
6foot,4.0
6h,4.0
6inch,1.0
6ish,4.0
6k,1.0
6mo,3.0
6oz,4.0
6pack,5.0
6person,1.0
6pm,3.7777777777777777
6taco,1.0
6th,3.3333333333333335
6x6,5.0
7,3.4058823529411764
70,3.0285714285714285
700,3.066666666666667
7000,3.0
70068,3.0
700696,1.0
700pm,4.0
7023751256,5.0
7023812120,1.0
704,4.0
705,4.0
70on,1.0
70s,3.4444444444444446
70something,5.0
71,4.0
710,2.75
711,3.0
715,4.5
715am,4.0
716,4.0
72,3.3333333333333335
720,3.0
7200,4.5
72317,1.0
7232016,1.0
725,5.0
72500,1.0
725pm,3.0
729,2.0
730,3.588235294117647
730am,4.4
730pm,3.0
745,2.0
745pm,4.0
75,3.925925925925926
750,3.9166666666666665
7500,1.0
750p,2.0
750pm,1.0
7516,5.0
75166,2.0
75c,4.0
765,5.0
769,5.0
77,4.0
7729,3.0
7730,4.0
7738,4.0
775,2.75
777,4.0
77th,5.0
78,3.4
7800hopefully,3.0
78pm,4.0
79,4.25
795,4.090909090909091
799,4.1
7am,4.111111111111111
7and,4.0
7bottle,4.0
7h,3.0
7headed,5.0
7ish,4.0
7p,3.0
7pm,3.392857142857143
7pmso,4.0
7th,4.333333333333333
7up,4.0
7x7,2.0
8,3.5458515283842793
80,3.65
800,2.8333333333333335
800am,4.0
800pm,4.571428571428571
805,3.5
808,2.0
8090,3.0
8090000,5.0
8090s,4.0
80s,3.272727272727273
81,1.0
810,3.2222222222222223
8129,4.0
813,4.0
81416,5.0
815,3.6
816,5.0
820,3.0
82014,4.0
825,3.5
826,5.0
83,3.0
830,3.5
830am,2.0
830pm,3.8
835,2.0
837,5.0
839pm,1.0
84,5.0
840,3.0
840am,1.0
8415,3.0
845,4.0
845pm,5.0
848,2.0
85,3.9
850,4.0
85016,5.0
850p,2.0
850pm,4.0
853,2.0
859,5.0
86,4.0
86ed,3.0
875,3.0
879,3.0
87n,3.0
88,4.5
880,3.0
885,3.5
888,1.0
8882337613,1.0
89,4.0
895,4.0
899,3.875
8a2p,5.0
8am,3.2857142857142856
8am3pm,4.0
8fries,1.0
8ft,5.0
8glass,4.0
8h,3.3333333333333335
8h30mais,2.0
8in,5.0
8ish,5.0
8kopanisti,1.0
8on,3.0
8oz,4.75
8p,2.0
8pm,3.1153846153846154
8pm11pm,4.0
8th,4.0
8x10,1.0
8x10s,1.0
9,3.514018691588785
90,3.116279069767442
900,3.0
900p,2.5
900pm,3.0
900pm1200am,5.0
900th,5.0
901,5.0
90100,4.0
90hr,1.0
90min,4.666666666666667
90s,3.1333333333333333
910,1.0
911,3.5
912,4.333333333333333
913,4.5
914,1.0
915,4.0
915am,2.0
915pm,4.0
91717,1.0
91817,1.0
9192016,2.0
92,1.5
920,1.0
9202016,2.0
925,2.25
93,2.0
930,2.7142857142857144
9301000pm,1.0
930am,3.5
930p,4.0
930pm,4.166666666666667
932016,5.0
935,4.0
935pm,4.0
94,4.0
940,2.5
945,2.5
945pm,1.0
95,3.076923076923077
950,3.2857142857142856
9500,5.0
950am,1.0
950pm,5.0
955,5.0
96,4.0
97,4.0
975,2.6666666666666665
98,3.6666666666666665
981,3.0
99,3.6818181818181817
9930pm,4.0
995,3.2
998,1.0
999,3.7142857142857144
99nite,3.0
9am,3.0
9month,4.0
9oz,4.0
9person,5.0
9pm,2.857142857142857
9th,1.0
9they,4.0
a,3.614231764251093
a1,4.0
a4,4.333333333333333
a5,4.0
aa,4.5
aaa,3.6
aaaaaaall,4.0
aaaaahhhmaizeing,5.0
aaaahhhh,5.0
aaawed,5.0
aahing,5.0
aardvark,5.0
aaron,5.0
ab,2.0
aback,2.4
abalone,2.0
abandon,4.0
abandoned,5.0
abate,5.0
abba,5.0
abbas,5.0
abbreviated,4.0
abc,3.142857142857143
abdel,5.0
abe,5.0
abercrombie,2.0
aberration,5.0
abhorrent,1.0
abide,3.5
abilities,4.0
ability,3.8823529411764706
able,3.9151785714285716
abnormal,3.0
abnormally,2.0
abomination,3.0
abondante,4.0
aboot,3.0
abordable,4.333333333333333
abordables,4.0
abords,4.0
abortion,5.0
abortions,2.0
abou,5.0
abound,4.0
abounds,4.5
about,3.512848751835536
aboutlike,4.0
abouts,4.0
aboutthe,3.0
above,3.8395061728395063
abridged,3.3
abroad,4.0
abruptly,1.5
abruzzo,2.0
abs,4.0
absence,3.1666666666666665
absent,2.2
absentminded,4.0
absinthe,3.6666666666666665
absoluement,4.0
absolument,4.666666666666667
absolute,3.772727272727273
absolutely,4.0287539936102235
absorb,4.0
absorbed,3.8
absorbing,2.0
absorbs,4.0
abstract,4.0
abstrait,5.0
absurd,2.8333333333333335
abuelas,4.0
abuleos,3.0
abundance,4.0
abundant,4.3076923076923075
abundantly,4.0
aburi,4.0
aburning,5.0
abuse,1.25
abused,3.0
abusing,3.5
abusive,1.0
abysmal,2.0
ac,3.8
academy,4.25
acai,3.75
acana,2.0
acapella,5.0
acariens,3.0
acc,4.0
accelerate,5.0
accelerated,5.0
accent,3.6470588235294117
accented,3.0
accents,3.75
accentuate,5.0
accentuated,4.5
accept,3.5789473684210527
acceptable,3.0
accepte,5.0
accepted,4.076923076923077
acceptent,5.0
accepting,3.8
acception,5.0
accepts,3.75
access,3.4745762711864407
accessed,4.0
accessibility,3.5
accessible,3.4210526315789473
accessoires,3.0
accessories,4.129032258064516
accessorising,5.0
accessorize,3.0
accessory,3.0
acceuilli,4.0
accident,3.176470588235294
accidental,3.0
accidentally,3.230769230769231
accidently,5.0
accidents,4.333333333333333
acclimated,3.0
acclimating,5.0
accolades,1.0
accomadate,4.0
accomidating,5.0
accommodate,3.6122448979591835
accommodated,4.071428571428571
accommodates,4.666666666666667
accommodating,4.2727272727272725
accommodation,1.0
accommodations,3.1666666666666665
accomodate,3.625
accomodated,4.5
accomodating,3.75
accompagn,4.0
accompagnes,4.0
accompagns,4.0
accompanied,3.8666666666666667
accompaniement,5.0
accompanies,3.6666666666666665
accompaniment,4.166666666666667
accompaniments,3.6666666666666665
accompany,3.7142857142857144
accompanying,3.4444444444444446
accomplish,4.75
accomplished,3.5714285714285716
accomplishment,5.0
accor,3.0
accord,2.0
accordance,1.0
according,2.5357142857142856
accordingly,3.6666666666666665
accordion,4.0
accost,2.0
accoste,1.0
accosted,1.75
account,2.90625
accountable,1.0
accountants,1.0
accounted,3.0
accounting,2.0
accounts,2.5
accoutrements,4.0
accroutements,3.0
accrue,3.0
accrued,4.0
accs,4.0
accueil,5.0
accueillait,3.0
accueille,5.0
accueilli,4.0
accueillies,4.0
accueillir,3.5
accumulate,4.5
accuracy,1.0
accurate,3.5714285714285716
accurately,4.0
accuse,1.5
accused,1.75
accustomed,3.0
acdc,5.0
ace,3.6666666666666665
acetone,4.0
achats,3.0
achatter,5.0
ache,2.8
aches,4.2
acheter,3.2
achieve,4.666666666666667
achieved,4.5
achievement,4.0
achieves,5.0
achieving,4.5
aching,3.5
achingly,3.0
achiote,5.0
acid,4.5
acidic,3.3333333333333335
acidity,3.7142857142857144
acidreflex,4.0
acids,4.0
acknowledge,1.3
acknowledged,2.090909090909091
acknowledgement,2.25
acknowledges,2.0
acknowledging,1.6
acknowledgment,2.5
acknowlege,3.0
ackroyd,4.0
acl,5.0
acne,2.5
acoustic,4.333333333333333
acoustics,4.142857142857143
acp,4.0
acquaintances,4.0
acquainted,4.0
acquire,3.3333333333333335
acquired,4.0
acre,5.0
acres,4.5
acrobatic,3.3333333333333335
acrobatics,4.333333333333333
acros,4.0
across,3.5062240663900415
acrylic,3.375
acrylics,4.285714285714286
acs,2.0
act,3.085714285714286
acte,3.0
acted,2.1
acting,4.125
action,3.903225806451613
actionmartial,4.0
actionpacked,4.0
actions,1.0
activated,4.0
active,4.235294117647059
actively,3.3
activities,4.1923076923076925
activits,3.8
activity,4.117647058823529
actors,3.888888888888889
actorsmusicians,4.0
acts,3.526315789473684
actual,3.311320754716981
actuality,3.5
actuall,4.0
actually,3.4982876712328768
actuallythe,4.0
acumen,1.0
acupuncture,5.0
acura,5.0
acute,1.0
ad,3.0
adage,5.0
adam,4.5
adamant,3.0
adamo,3.0
adams,4.5
adapt,4.0
adaptable,5.0
adaptation,4.0
adapted,4.0
adapter,4.0
adapting,3.0
adaquate,3.0
add,3.5150375939849625
addams,2.0
adde,5.0
added,3.7106382978723405
addict,4.2
addicted,4.705882352941177
addictedits,5.0
addicting,4.333333333333333
addiction,4.428571428571429
addictive,4.2
addicts,4.0
addidas,4.5
addin,3.0
adding,3.392156862745098
addison,4.0
addition,3.9047619047619047
additional,3.2771084337349397
additionally,3.380952380952381
additions,4.0
additives,4.333333333333333
addl,5.0
addon,3.0
addons,1.0
addremove,4.0
address,2.6944444444444446
addressed,2.8125
addresses,4.0
addressing,3.3333333333333335
adds,3.8205128205128207
adeel,4.0
adelaide,4.333333333333333
adele,4.0
adequate,3.129032258064516
adequetly,3.0
adherents,2.0
adhoctions,4.0
adidas,4.8
adjacent,3.6315789473684212
adjective,5.0
adjectives,5.0
adjoined,2.0
adjoining,4.333333333333333
adjoins,2.5
adjust,4.066666666666666
adjustable,3.6666666666666665
adjusted,4.222222222222222
adjusting,5.0
adjustment,4.5
adjustmentbut,5.0
adjustments,4.111111111111111
adjusts,4.5
adler,3.5
admettons,3.0
admin,1.0
administered,4.0
administering,5.0
administers,3.0
administrative,5.0
admirable,4.0
admirably,5.0
admirals,3.0
admiration,5.0
admire,4.0
admired,4.0
admiring,4.6
admission,3.6666666666666665
admissions,4.5
admit,3.7452830188679247
admits,5.0
admitted,3.0
admittedly,3.4166666666666665
admitting,2.0
adn,5.0
adobada,5.0
adobe,4.0
adobo,4.0
adog,4.0
adolescent,3.0
adolescents,4.5
adopt,5.0
adoptable,5.0
adoptafamily,4.0
adopted,4.0
adopter,4.0
adopting,4.5
adoption,5.0
adoptions,4.0
ador,4.071428571428571
adorable,4.229166666666667
adorably,3.5
adore,4.1875
adored,4.5
adorer,4.0
adores,4.0
adoring,4.0
adorn,3.6666666666666665
adorned,3.4
adornment,2.0
adornments,4.0
adorns,4.0
adors,5.0
adortellement,4.0
adovada,4.0
adquately,4.0
adquatement,5.0
adrenaline,4.0
adriatico,3.0
adrienne,5.0
adrift,4.5
ads,3.4285714285714284
adt,5.0
adult,3.9761904761904763
adultchildinfant,4.0
adults,3.6666666666666665
adultsfamilies,5.0
advance,3.6666666666666665
advanced,4.666666666666667
advantage,3.7837837837837838
advantageous,5.0
advantages,4.0
adventure,4.5
adventureat,4.0
adventurer,5.0
adventures,4.6
adventurous,4.2
adventurousmore,5.0
adventurousness,5.0
adverse,4.0
advert,3.5
advertise,2.4545454545454546
advertised,2.52
advertisement,5.0
advertisements,3.0
advertises,2.0
advertising,3.230769230769231
advertisingdo,1.0
adverts,4.0
advice,3.8095238095238093
advil,4.0
advise,3.2857142857142856
advised,3.0
advising,2.0
advisor,2.0
advisors,5.0
advocate,4.666666666666667
advocated,5.0
adzuki,2.0
aeration,2.0
aerial,4.0
aero,3.0
aesthetic,3.5
aesthetically,3.8
aesthetician,3.0
afar,3.0
afc,5.0
affair,3.25
affaire,2.0
affairs,3.6666666666666665
affect,3.3333333333333335
affected,3.5
affection,4.0
affectionate,5.0
affects,3.0
affich,4.0
affichent,3.0
afficianado,3.0
afficianto,4.0
affili,3.0
affiliated,3.5
affirmation,4.0
affixed,4.0
affliction,2.3333333333333335
affluent,5.0
affogato,4.0
affogatos,4.0
afford,3.4545454545454546
affordable,4.293478260869565
affordabledeliciousgreat,5.0
afghan,3.3333333333333335
afghani,3.0
afghanistan,3.0
aficionado,4.285714285714286
aficionados,3.3333333333333335
afloat,3.6666666666666665
aforementioned,2.857142857142857
afraid,3.5714285714285716
africa,4.0
africaines,4.0
african,3.7142857142857144
africansafarithemed,5.0
afrojack,3.0
aft,4.0
after,3.2822157434402333
afterall,3.5
aftercare,3.0
afterdinner,4.0
aftermarket,1.0
afternoon,3.6411764705882352
afternoonish,3.0
afternoons,4.0
afterschool,4.0
aftertaste,3.2222222222222223
afterthought,4.25
afterthoughts,2.0
aftertwo,5.0
afterward,4.5
afterwards,3.7586206896551726
afterwork,3.75
ag,4.0
agaaaaaaaaaaaaaain,5.0
again,3.3245403677058354
againand,3.0
againbanh,4.0
againbut,3.0
againended,3.0
againonce,5.0
againsorry,2.0
against,3.155844155844156
againthank,5.0
againthe,4.0
agape,3.0
agassi,4.0
agave,4.090909090909091
age,3.3157894736842106
aged,3.9411764705882355
agedashi,4.333333333333333
ageheight,3.0
ageless,5.0
agencies,5.0
agency,5.0
agent,3.727272727272727
agents,2.142857142857143
ages,3.727272727272727
aggravated,2.0
aggravating,1.0
aggravation,3.0
aggravations,4.0
aggression,4.0
aggressive,2.8666666666666667
aggressively,2.4
aggrevated,3.0
aging,4.75
agitate,5.0
agitated,1.0
agnolotti,4.5
ago,3.4125874125874125
agonizing,3.0
agony,4.0
agora,5.0
agrable,3.857142857142857
agree,3.328358208955224
agreed,3.0833333333333335
agreeing,2.25
agreement,2.6666666666666665
agrees,3.6666666666666665
agressif,2.0
agressive,3.0
agritopia,4.0
agrrrri,2.0
agua,3.857142857142857
aguas,4.0
aguillera,4.0
ah,3.857142857142857
aha,4.0
ahaha,5.0
ahead,3.6950354609929077
ahem,3.857142857142857
ahh,4.571428571428571
ahhed,4.0
ahhh,3.5
ahhhh,3.6666666666666665
ahhhhhhhhhhhhhhhhhh,3.0
ahhhhhmazing,5.0
ahhhhmazing,5.0
ahhing,5.0
